CMPD_CHEMBLID,exp,smiles
CHEMBL569738,78.01,C[C@H](Nc1cncc(Nc2cc(C)[nH]n2)n1)c3ccc(F)cn3
CHEMBL551813,99.61,CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(cc3)C(F)(F)F)cc2)nc(N(C)C)c1CC(=O)O
CHEMBL2164564,89.05,COc1ccc(cc1)c2c(cc3cccnn23)C(=O)N4CCC[C@H]4CO
CHEMBL1950728,66.61,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(CCCc3ccccc3)C2
CHEMBL1027,94.9,Cc1ccsc1C(=CCCN2CCC[C@H](C2)C(=O)O)c3sccc3C
CHEMBL2011120,70.1,CCOc1ccc(cc1)[C@@H](C)Nc2nc(nc3C(=O)N(Cc23)C(C)C)N4CCN(CC4)C(=O)C
CHEMBL480457,95.43,CN1CCN(CC1)c2ccc3ncc(C(=O)N)c(Nc4cccc(Cl)c4Cl)c3c2
CHEMBL1916538,74.25,COc1ccc2COC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1
CHEMBL2207607,93.53,COc1cc(OC)c(cc1NC(=O)CCc2nn[nH]n2)S(=O)(=O)N3C(C)CCc4ccccc34
CHEMBL481905,99.19,CCOc1cc2ncc(C(=O)N)c(Nc3ccc(Cl)c(Cl)c3)c2cc1N4CCN(C)CC4
CHEMBL95,53.45,Nc1c2CCCCc2nc3ccccc13
CHEMBL2141746,65.06,CCCNC(=O)CSc1ccc(cn1)S(=O)(=O)N2CCCC2
CHEMBL1916272,99.51,CCC(CC)NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3
CHEMBL514257,95.63,OC[C@H](Nc1ncc(Cl)c(Nc2cc([nH]n2)C3CC3)n1)c4ccc(F)cc4
CHEMBL550496,92.8,OC(=O)CNCCNc1ccc(Cl)c(c1)C(=O)NCC23CC4CC(CC(C4)C2)C3
CHEMBL461572,99.8,Clc1cccc(c1)C(=O)Nc2ccc(Cl)c(c2)C(=O)Nc3cncs3
CHEMBL78628,12.63,CN(CC(=O)O)NC(=O)C[C@H](N)C[C@@H](O)CN
CHEMBL2335911,98.09,C[C@@H](NC(=O)C)c1ccc(Nc2ncc3cc(c(C)cc3n2)c4ccncc4)cc1
CHEMBL1950724,33.9,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCN(C2)C(=O)c3ccccc3
CHEMBL7301,99.81,C\C(=C/C=C/C(=C/C(=O)Nc1ccc(O)cc1)/C)\C=C\C2=C(C)CCCC2(C)C
CHEMBL1957460,99.86,Cc1nccc(c1Cl)c2ccc(cc2)c3nc4ccncc4c(O)c3C#N
CHEMBL576068,84,C[C@H](Nc1cnc(C)c(Nc2cc(C)[nH]n2)n1)c3ccc(F)cn3
CHEMBL190,43.7,CN1C(=O)N(C)c2nc[nH]c2C1=O
CHEMBL2207664,96.65,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)C3=CNC(=O)C=C3C(F)(F)F)CC2)c1Cl
CHEMBL1917432,96.5,Cc1c(Sc2ccc(Cl)cc2)c3c(cccc3n1CC(=O)O)S(=O)(=O)C
CHEMBL2326523,99.19,CC(C)[C@H](N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3cc(Cl)ccc3C(=O)N2Cc4ccccc4
CHEMBL1427554,96.09,Cc1ccc(cc1)c2csc3ncnc(O)c23
CHEMBL2103846,99.51,CN(C)c1ccc(cc1)[C@H]2C[C@@]3(C)[C@@H](CC[C@]3(O)C(=O)C)[C@@H]4CCC5=CC(=O)CCC5=C24
CHEMBL2171278,97.76,Cc1ccc(NC(=O)[C@@H]2CCCN2S(=O)(=O)c3cccc4cccnc34)c(C)c1
CHEMBL1916532,82.72,COc1ccc2ncc(F)c(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1
CHEMBL2011923,78.79,CNc1c(cnc2[nH]c(nc12)c3ccc(OCCN4CCOCC4)cc3)C(=O)N
CHEMBL1775161,98.09,OC(=O)c1cn(Cc2ccccc2)c3ccccc13
CHEMBL715,89.27,CN1CCN(CC1)C2=Nc3ccccc3Nc4sc(C)cc24
CHEMBL2179280,98.81,CCC(CC)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3
CHEMBL2147033,99.82,O=C1COC2(CCN(CC2)S(=O)(=O)c3ccc(cc3)c4ccc5cnccc5c4)CN1C6CC6
CHEMBL1778645,99.71,CCS(=O)(=O)c1ccc(c(C)c1)c2cc(Cl)ccc2OCC(=O)O
CHEMBL2048866,97.76,N[C@@H]1CCCN(C1)c2c(Cl)cccc2\C=C\3/SC(=O)NC3=O
CHEMBL402831,98,C[C@@H](NC(=O)[C@@](C)(O)C(F)(F)F)c1ncc(cc1F)c2cc(Cl)cc(F)c2c3noc(C)n3
CHEMBL1650731,78.01,C[C@H](Nc1ncc(F)c(Nc2cc([nH]n2)N(C)C)n1)c3ncc(F)cn3
CHEMBL103482,79.92,CCOC(=O)c1cnc2c(N)cccc2c1O
CHEMBL560993,99.36,Cc1c(Cc2ccc3ccccc3n2)c4cc(F)ccc4n1CC(=O)O
CHEMBL1486517,95.53,O=C(C1CCN(CC1)c2nnc(s2)n3cccc3)N4CCN(Cc5ccc6OCOc6c5)CC4
CHEMBL2169919,79.92,CC(C)N(CCCNC(=O)Nc1ccc(cc1)C(C)(C)C)C[C@H]2O[C@H]([C@H](O)[C@@H]2O)n3ccc4c(N)ncnc34
CHEMBL2062567,92.48,CC(=O)Nc1ccc2OCCN(c3cc(NC4CC4)n5ncc(C#N)c5n3)c2c1
CHEMBL247828,99.7,CC(C)N1C(=O)[C@@H](CCc2ccccc12)NC(=O)[C@@H](Cc3ccccc3OC(F)(F)F)NC(=O)OC(C)(C)C
CHEMBL1327979,79.92,Nc1nc2nc(cc(n2n1)C(F)(F)F)c3cccs3
CHEMBL480,98.4,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c2nc3ccccc3[nH]2
CHEMBL1800526,95.91,COc1ccnc(CCc2nc3cc(Br)cnc3[nH]2)c1
CHEMBL452664,89.7,COc1cc2ncc(C(=O)N)c(Nc3cccc(Cl)c3Cl)c2cc1NCCN(C)C
CHEMBL2023489,98.89,COc1ccc2c(Oc3ccc(CC(=O)Nc4cn(C)nc4C)c(OC)c3)ccnc2c1
CHEMBL481564,98.61,CCOc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCN(CC4)C5CC5
CHEMBL1934418,94.68,C[C@H](NC(=O)c1c(C)nn(C2CCSCC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C
CHEMBL205092,68.63,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3c[nH]c4ncccc34)c2C(=O)N5CC[C@@H](O)C5
CHEMBL2335904,98,C[C@@H](NC1=CC(=O)CC1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2
CHEMBL1091291,94.19,CCCCCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H](C)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCN)NC1=O
CHEMBL1389370,92.16,CCN(CC)CCNc1ncnc2c1sc3nc(N4CCOCC4)c5CCCCc5c23
CHEMBL1868114,97.2,COCCNc1nc(NCc2ccccc2F)c3sccc3n1
CHEMBL379350,92.8,CCN(CC)c1ccc2C=C(C(=O)C)C(=O)Oc2c1
CHEMBL2164366,95.23,Fc1cnc(CCN2C(C(=O)NCc3ccc(OC(F)(F)F)cc3)c4ccccc4C2=O)nc1
CHEMBL1934421,88.35,C[C@H](NC(=O)c1c(C)nn(C2CCN(CC(F)(F)F)CC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C
CHEMBL2059910,64.54,CNC(=O)Nc1nc2ccc(cn2n1)c3cncc(c3)S(=O)(=O)NC(C)(C)C
CHEMBL661,71.05,Cc1nnc2CN=C(c3ccccc3)c4cc(Cl)ccc4n12
CHEMBL1916271,98.7,CCN(C1CCCCC1)C(=O)c2cnn(c2NS(=O)(=O)c3ccc(cc3)c4ocnc4)c5ccccc5
CHEMBL208825,84,C[C@@H](CC(=O)OC(C)(C)C)NC(=O)C1=NOC(C1)C(O)(C(F)(F)F)C(F)(F)F
CHEMBL249790,99.85,OCCO[C@H]1C[C@H]([C@H](O)[C@@H]1O)n2nnc3c(N[C@@H]4C[C@H]4c5ccc(F)c(F)c5)nc(SCCC(F)(F)F)nc23
CHEMBL189963,77.21,CC(=O)C1=C(C)c2cnc(Nc3ccc(cn3)N4CCNCC4)nc2N(C5CCCC5)C1=O
CHEMBL2088414,99.31,OCc1nc2cc(NS(=O)(=O)c3ccc(Br)cc3)ccc2s1
CHEMBL1608462,96.5,CC(C)n1ncc2c(cc(nc12)C3CC3)C(=O)NCc4c(C)cc(C)nc4O
CHEMBL464081,99.08,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N3CCN(CC3)c4ccc(cn4)C(F)(F)F)C(=O)C2
CHEMBL2170989,81.36,Nc1ncnc2c1ncn2[C@@H]3O[C@H](CSCCCNC(=O)Nc4ccccc4)[C@@H](O)[C@H]3O
CHEMBL2152523,93.94,C1CCN(CC1)[C@@H]([C@H](N2CCCCC2)c3ccccc3)c4ccccc4
CHEMBL502,89.49,COc1cc2CC(CC3CCN(Cc4ccccc4)CC3)C(=O)c2cc1OC
CHEMBL2349318,99.93,CCC[C@H](CO)Nc1nc(S[C@@H](C)c2cccc(c2)C#N)nc3NC(=O)Sc13
CHEMBL1683037,92.95,COc1cc2nnc(C(=O)N)c(Nc3cc(C)ccc3F)c2cc1N4CCN(C)CC4
CHEMBL1610495,98.61,CNC(=O)c1cc(C(=O)c2ccc(Cl)cc2)c(Br)[nH]1
CHEMBL1770469,60.22,CSCCC(NC(=O)c1cnccn1)c2nc3ccccc3[nH]2
CHEMBL165330,62.94,CC(O)(C(=O)Nc1ccc(cc1)S(=O)(=O)N2CCOCC2)C(F)(F)F
CHEMBL1201753,98,O[C@H](C[C@H](O)\C=C\c1c(nc2ccccc2c1c3ccc(F)cc3)C4CC4)CC(=O)O
CHEMBL479848,92.64,CCOc1cc2ncc(C(=O)N)c(Nc3cc(F)ccc3F)c2cc1N4CCN(C)CC4
CHEMBL2164565,95.72,CCN(CCO)C(=O)c1cc2cccnn2c1c3cccc(c3)C(F)(F)F
CHEMBL1309980,50,Clc1ccc(cc1)S(=O)(=O)C2=CC3=C(N=C4C=CC=CN4C3=O)N(C5CCCC5)C2=N
CHEMBL2087433,51.73,COc1cc(C)c(c(C)c1)S(=O)(=O)N(C)CCOCC(=O)N2CCC(CC2)C3CCN(C)CC3
CHEMBL2335901,95.23,C[C@@H](NC(=O)C1CCNCC1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2
CHEMBL1917446,99.48,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)S(=O)(=O)c3ccc(Cl)cc3
CHEMBL2158821,83.37,OC(=O)[C@H](N1CCC(CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)CC1)c4ccccc4
CHEMBL481611,93.94,CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NC3(CC3)C#N
CHEMBL1950849,71.99,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(CCc3cccc(F)c3)C2
CHEMBL1091678,64.54,CC(C)C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCN)NC(=O)[C@H](CCNC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)C)[C@@H](C)O
CHEMBL213494,93.94,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4c(cccc34)S(=O)(=O)C
CHEMBL2312920,99.44,CCCN(c1cccc(c1)C#N)P(=O)(c2ccccc2)c3ccccc3
CHEMBL1950723,64.01,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCN(CCCc3ccccc3)C2
CHEMBL1914480,53.45,COc1ccc2N=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1
CHEMBL2171033,81.36,Clc1ccc(OC2CCN(CC2)C3CCN(CC3)C(=O)NS(=O)(=O)c4ccccc4)cc1Cl
CHEMBL473,66.1,CN(CCOc1ccc(NS(=O)(=O)C)cc1)CCc2ccc(NS(=O)(=O)C)cc2
CHEMBL1934266,96.5,CCC(CC)NC(=O)c1c(C)nn(C(C)C)c1NS(=O)(=O)c2ccc(C)cc2
CHEMBL1609026,98.81,Brc1ccc(cc1)S(=O)(=O)CCC(=O)Nc2ccc3OCOc3c2
CHEMBL497963,97,Cc1ccc2c(OCCN3CCC(Cc4cccc(NS(=O)(=O)C)c4)CC3)cccc2n1
CHEMBL2011912,97.32,CNc1c(Br)cnc2[nH]c(nc12)c3ccnc(N)c3
CHEMBL1951183,59.66,COc1cc(OC)c(cc1NC(=O)CCC(=O)O)S(=O)(=O)NCc2ccccc2N3CCC(CO)CC3
CHEMBL520431,69.61,CCOc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCCN(C)CC4
CHEMBL1313956,93.24,Clc1ccccc1OCC(=O)c2ccc[nH]2
CHEMBL1921926,95.72,C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CCCc4ccc5ncsc5c4)CCC2CC3)c6ccccc6
CHEMBL1761870,92.32,C[C@@H]1CN(C[C@H](C)N1)C(=O)N[C@H](Cc2ccc(F)cc2)C(=O)N3CCC(CC3)(C4CCCCC4)C(=O)NC(C)(C)C
CHEMBL2337984,70.1,CC(C)(C)NC(=O)CN1CCN(CC(=O)NC23CC4CC(CC(C4)C2)C3)CC1
CHEMBL1950721,48.85,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCN(Cc3ccccc3)C2
CHEMBL2153581,99.91,Fc1ccc(cc1C(F)(F)F)c2cc(CNC(=O)CCCc3ccc4cccnc4n3)on2
CHEMBL2158437,97.91,Clc1cccc(CNC2=NC(=CC(=O)N2)N3CCOCC3)c1Cl
CHEMBL403313,99.59,CN(C)S(=O)(=O)NC(=O)CCCc1c([nH]c2ccc(cc12)C#N)c3ccc(F)cc3
CHEMBL1950855,97.07,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(Cl)cc2)C1)C(C)(C)C
CHEMBL480924,97.81,CCOc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCCN(CC4)C5CC5
CHEMBL192,95.53,CCCc1nn(C)c2C(=O)NC(=Nc12)c3cc(ccc3OCC)S(=O)(=O)N4CCN(C)CC4
CHEMBL321758,31.87,C[C@H]([C@H](O)c1ccc(O)cc1)N2CCC(O)(CC2)c3ccccc3
CHEMBL389792,87.11,CC(CO)(CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(N)sc13
CHEMBL2062584,98.4,COC(=O)CCn1cc(c2cc(NC3CC3)n4ncc(C#N)c4n2)c5cc(NC(=O)C)ccc15
CHEMBL481,57.99,CCc1c2CN3C(=O)C4=C(C=C3c2nc5ccc(OC(=O)N6CCC(CC6)N7CCCCC7)cc15)[C@@](O)(CC)C(=O)OC4
CHEMBL300138,99.83,Cn1cc(C2=C(C(=O)NC2=O)c3cn(C4CCN(Cc5ccccn5)CC4)c6ccccc36)c7ccccc17
CHEMBL2335907,96.57,COc1cc(cc2cnc(Nc3ccc(cc3)[C@@H](C)NC(=O)C)nc12)c4ccncc4
CHEMBL339053,99.3,Clc1ccc(C[C@@H](NC(=O)[C@H]2Cc3ccccc3CN2)C(=O)N4CCC(Cn5cncn5)(CC4)C6CCCCC6)cc1
CHEMBL481595,97.91,COc1cc2ncc(C(=O)N)c(Nc3cccc(Cl)c3Cl)c2cc1NCCN4CCCCC4
CHEMBL2312921,96.79,CCCN(c1cccc(c1)S(=O)(=O)C)P(=O)(c2ccccc2)c3ccccc3
CHEMBL1934426,92.64,C[C@H](NC(=O)c1c(C)nn(C2CCOCC2)c1NS(=O)(=O)c3ccc(cc3)C4CC4)C(C)(C)C
CHEMBL560219,99.03,OCCN1C=Cc2c(NC(=O)Cc3ccc(Cl)c(c3)C(F)(F)F)cccc2C1=O
CHEMBL2208431,96.5,O[C@H](CNC(=O)C1=NNC(=O)c2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL1957367,99.89,Oc1c(C#N)c(nc2ccncc12)c3ccc(cc3)c4ccccc4OCC#N
CHEMBL1807820,99.33,O[C@@H](CNCCCSCCOCCc1cccc2ccccc12)c3ccc(O)c4NC(=O)Sc34
CHEMBL1213082,98.64,Cc1ccccc1N2C(=Nc3cccc(C)c3C2=O)Cn4cnc5c(N)ncnc45
CHEMBL495727,66.61,O=C(NC1CC1)Nc2c[nH]nc2c3nc4cc(CN5CCOCC5)ccc4[nH]3
CHEMBL2171040,95.91,COc1ccccc1S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL1890087,99.71,CC(C)Nc1nc(NCc2ccccc2)c3sccc3n1
CHEMBL2331752,98.81,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(O)c(Oc4cc(F)cc(Cl)c4)c3)C(=O)NC1=O
CHEMBL2181808,98.33,Cc1c(CC(=O)O)c2cc(F)ccc2n1Cc3nc4ccccc4s3
CHEMBL219098,99.28,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Oc3cccc4ccccc34)c2C(=O)N5CC[C@@H](O)C5
CHEMBL184412,99.91,CCCCN(CCCC)CCCOc1ccc(cc1)C(=O)c2c(CCCC)oc3ccc(NS(=O)(=O)C)cc23
CHEMBL1951164,82.05,COc1cc(OC)c(cc1NC(=O)C)S(=O)(=O)N(C)c2ccccc2
CHEMBL1818294,93.94,CN(C)CCN1CCN(CC1)c2cc(C(=O)NC[C@@H]3CC[C@@H](CNC(=O)OC(C)(C)C)CC3)c4ccccc4n2
CHEMBL2062570,98.37,CC(=O)Nc1ccc2ccn(c3cc(Nc4ccn(C)n4)n5ncc(C#N)c5n3)c2c1
CHEMBL1916289,98.64,C[C@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(cc2)C(F)(F)F)c3ccc(F)cc3)C(C)(C)C
CHEMBL560423,75.97,OC1(CNC(=O)c2cc(ccc2Cl)N3N=CC(=O)NC3=O)CCCCCC1
CHEMBL1807827,84.3,O[C@@H](CNCCSCCCNCCc1cccc(Cl)c1)c2ccc(O)c3NC(=O)Sc23
CHEMBL2059876,98.21,Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4ccncc4
CHEMBL601719,92.16,C[C@@H](Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl
CHEMBL2335864,98.29,COCCNC(=O)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1
CHEMBL2335906,96.42,C[C@@H](NC1=CC(=O)CNC1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2
CHEMBL2147569,96.79,C[C@]12Cc3cnn(c3C=C1CC[C@@]2(O)CCc4ccc(F)cc4C(=O)N)c5ccc(F)cc5
CHEMBL1017,99.23,CCCc1nc2c(C)cc(cc2n1Cc3ccc(cc3)c4ccccc4C(=O)O)c5nc6ccccc6n5C
CHEMBL402986,99.71,C[C@H](CO)Nc1nc(SCc2ccccc2)nc3NC(=O)Sc13
CHEMBL335744,97.55,CC(C)C(=O)Nc1nc(cc2ccccc12)c3ccccn3
CHEMBL1740000,97.71,FC(F)(F)c1ccc2Sc3ccccc3N(C(=O)CN4CCCC4)c2c1
CHEMBL1994944,93.24,Cn1ncc2C(=O)NC(=Nc12)c3ccccc3
CHEMBL1813048,98.81,CC(=O)Nc1cccc(Nc2ncnc(n2)N3CCC(CC3)OCc4ccc(OC(F)(F)F)cc4)c1C
CHEMBL564607,99.23,OC(=O)c1ccc(cc1)c2ccc(Cl)c(c2)C(=O)NCC34CC5CC(CC(C5)C3)C4
CHEMBL510193,99.91,Fc1ccc(cc1)c2cnc([nH]2)C3CCN(Cc4ccn(c4)c5ccc(cc5)C(F)(F)F)CC3
CHEMBL2029721,96.72,CN(CC(=O)NC1CC1)C(=O)c2ccc3c(c2)c4CC(CCc4n3C)C5CCOCC5
CHEMBL515062,82.39,CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)nc(OC(CO)CO)c2Cl)n[nH]1
CHEMBL2158822,82.05,OC(=O)c1ccccc1N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2
CHEMBL2207666,98.17,O[C@H](CNC(=O)C1=CNC(=O)c2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL460102,74.25,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)C(=O)N4CC[C@@H](C4)N(C)C)ncc2F
CHEMBL2335893,98.17,COCCC(=O)N[C@H](C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1
CHEMBL2062582,98.21,CC(=O)Nc1ccc2c(c1)c(cn2CCO)c3cc(NC4CC4)n5ncc(C#N)c5n3
CHEMBL1950847,48.85,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(C1)S(=O)(=O)Cc2ccccc2)C(C)(C)C
CHEMBL257991,99.01,O=C(Nc1ccccc1c2cn3c(CN4CCNCC4)csc3n2)c5cnc6ccccc6n5
CHEMBL2165175,99.75,Cc1cc(ccn1)C2=CC(=O)NC(=N2)NCc3cccc4ccccc34
CHEMBL379828,99.69,COc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4cc(Cl)ccc34
CHEMBL235392,95.33,Clc1ccc(CN2CC3CNCC(C2)O3)cc1C(=O)NCC45CC6CC(CC(C6)C4)C5
CHEMBL1689133,97.44,C[C@H](Oc1ccc(Cl)cc1CN2CCN([C@@H](C)C2)C(=O)Cc3ccc(Cl)cc3)C(=O)O
CHEMBL1689109,96.17,OC(=O)COc1ccc(Cl)cc1CN2CCN(CC2)S(=O)(=O)c3ccccc3
CHEMBL2338404,86.05,CC(C)(C)CS(=O)(=O)NCCN1CCN(CC(=O)NC23CC4CC(CC(C4)C2)C3)CC1
CHEMBL402146,90.72,Fc1ccc(cc1F)C(=O)Nc2ccc(Cl)nc2
CHEMBL65693,99.45,CS(=O)(=O)Nc1ccc2[nH]c(Cc3ccc(Oc4ccccc4)cc3)nc2c1
CHEMBL914,62.94,CC(C)(C(=O)O)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4
CHEMBL1650723,87.87,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1
CHEMBL1503948,99.79,Cc1ccc(cc1)S(=O)(=O)Nc2ccc3nc(C)sc3c2
CHEMBL1916263,99.87,CCC(CC)NC(=O)c1cn(nc1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3
CHEMBL457393,91.99,C[C@H](Nc1ncc(F)c(Nc2cc([nH]n2)C3CC3)n1)c4ccc(F)cn4
CHEMBL2164044,95.23,Fc1cnc(CCN2C(C(=O)NCc3ccc(F)c(c3)C(F)(F)F)c4ccccc4C2=O)nc1
CHEMBL2062576,93.24,CC(=O)Nc1ccc2ccn(c3cc(NCCCN4CCCC4)n5ncc(C#N)c5n3)c2c1
CHEMBL130,56.3,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc(cc1)[N+](=O)[O-]
CHEMBL284275,80.65,COc1ccc(Cc2c(N)n[nH]c2N)cc1
CHEMBL109980,74.69,CC(C)(N)C(=O)N[C@H](COCc1ccc(F)cc1F)C(=O)N2CCC3=NN(CC(F)(F)F)C(=O)[C@]3(Cc4ccccn4)C2
CHEMBL2331746,93.8,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(O)c(Oc4ccccc4)c3)C(=O)NC1=O
CHEMBL9967,24.03,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc4cccnc24)CC1
CHEMBL2088393,94.9,CC(C)(C)Oc1ccc(cc1)C(=O)Nc2ccc3sc(CO)nc3c2
CHEMBL461573,99.6,Cc1cc(C)cc(c1)C(=O)Nc2ccc(Cl)c(c2)C(=O)Nc3cncs3
CHEMBL190747,99.8,COc1ccc(OC)c(CNC(=O)c2cccnc2Oc3ccccc3)c1
CHEMBL383235,96.65,CC[C@@H](CO)Nc1nc(SCc2ccccc2)nc3nc(N)sc13
CHEMBL87,32.88,COC1=CC=C2C(=CC1=O)C(CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C
CHEMBL123798,94.56,COc1cccc2c(O)nc(nc12)c3ccc(cc3)C(F)(F)F
CHEMBL2171277,97.86,Cc1ccc(NC(=O)[C@H]2CCCN2S(=O)(=O)c3cccc4cccnc34)c(C)c1
CHEMBL2070121,66.1,COc1cnc(nc1N2CCOCC2)c3ccccn3
CHEMBL1934271,98,CCC(CC)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c2ccc(C)cc2
CHEMBL498,96,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1
CHEMBL29384,70.1,OC(=O)C1=CN(Cc2ccccc2)c3cc(N4CCNCC4)c(F)cc3C1=O
CHEMBL601882,95.82,CN(C(=O)c1c(C)onc1c2ccccc2)c3ccc(Cl)cc3
CHEMBL1422,23.19,N[C@@H](CC(=O)N1CCn2c(C1)nnc2C(F)(F)F)Cc3cc(F)c(F)cc3F
CHEMBL1086580,97.6,Oc1nc(nc2CCSCc12)c3ccc(cc3)C(F)(F)F
CHEMBL397647,82.05,C[N+](C)(Cc1ccc(NC(=O)c2ccc(Cl)c(Cl)c2)cc1)C3CCOCC3
CHEMBL1288102,95.33,NC(=O)c1cnc(N[C@H]2CCCNC2)c3cc(sc13)c4ccc(F)cc4F
CHEMBL2178952,96.5,NC(=O)c1cncc(n1)c2ccc(cc2)[C@@H]3CC[C@@H](CC(=O)O)CC3
CHEMBL2338020,93.39,CCc1[nH]c2nc(Sc3cnc4ccc[n+]([O-])c4c3)nc(N5C[C@@H]6[C@@H](N)[C@@H]6C5)c2c1Cl
CHEMBL375166,51.15,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3c(C)n[nH]c3C)c2C(=O)N4C[C@H](O)CO4
CHEMBL1684954,99.59,C[C@@H](NC(=O)Cc1ccc(cc1)C2CC2)c3ccc(OCC(F)(F)F)cn3
CHEMBL141157,55.73,CCOC(=O)\C=C\[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC#C)N2C=CC=C(NC(=O)c3cc(C)on3)C2=O
CHEMBL2012204,96.72,Cc1onc(c1)[C@H](O)[C@](C)(OCc2ccc(cc2)c3ccccc3)C(=O)NO
CHEMBL1950851,92.16,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(F)cc2)C1)C(C)(C)C
CHEMBL2062573,88.82,CC(=O)Nc1ccc2ccn(c3cc(NCCN4CCOCC4)n5ncc(C#N)c5n3)c2c1
